DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,%PeaksIn,PTIScore,Freq 1,Freq 2,Freq 3,Freq 4,Freq 5,Freq 6,Freq 7,Freq 8,Freq 9,Freq 10,Freq 11,Freq 12,Freq 13,Freq 14,Freq 15,Freq 16,Freq 17,Freq 18,Freq 19,Freq 20,Freq 21,Freq 22,Freq 23,Freq 24,Freq 25,Freq 26,Freq 27,Freq 28,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28
57,8060,45278392_1450,12/27/2022 20:51,20.5,2,QPLog 10-1631 (16) rev15,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,8,2017,Pass,,,2.186,2.311,3.018,3.131,3.166,3.314,3.404,4.078,4.2,4.293,4.367,4.737,5.077,5.206,5.54,6,6.074,6.264,6.638,6.949,7.19,8.33,8.405,5.131,5.704,3.754,6.151,11.425,2.186,0.097,0.003,-13.293,0.667,2.311,0.264,0.012,-15.233,0.198,3.018,0.102,0.01,-62.453,0.303,3.131,0.213,0.006,-195.152,0.551,3.166,0.188,0.01,-52.564,0.303,3.314,0.134,0.009,-97.747,0.386,3.404,0.055,0.005,-40.737,0.743,4.078,0.067,0.006,-136.052,0.676,4.2,0.076,0.006,-211.958,0.747,4.293,0.085,0.006,-169.511,0.694,4.367,0.143,0.006,-102.13,0.674,4.737,0.11,0.006,-102.629,0.732,5.077,0.193,0.009,-64.337,0.558,5.206,0.089,0.007,-92.294,0.763,5.54,0.051,0.007,-89.094,0.739,6,0.083,0.006,-190.579,1.017,6.074,0.131,0.007,-98.896,0.891,6.264,0.074,0.006,-108.576,0.978,6.638,0.019,0.008,-36.902,0.824,6.949,0.014,0.003,-10.886,2.394,7.19,0.125,0.008,-70.289,0.911,8.33,0.017,0.007,-17.857,1.151,8.405,0.042,0.009,-36.268,0.926,5.131,0.029,0.003,-241.947,1.688,5.704,0.007,0.007,-106.928,0.825,3.754,0.157,0.007,-124.143,0.506,6.151,0.036,0.006,-106.053,1.017,11.425,0.003,0.01,-15.94,1.096
44,8077,44963672_1450,7/18/2022 16:21,24.6,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,100_LVL (old),none,,,8,2017,Pass,,,2.179,2.295,3.032,3.139,3.163,3.313,3.4,4.072,4.205,4.28,4.348,4.723,5.067,5.199,5.54,6,6.068,6.257,6.653,6.954,7.176,8.314,8.416,5.121,5.704,3.758,6.157,11.411,2.179,0.053,0.01,-57.348,0.214,2.295,0.047,0.008,-98.991,0.281,3.032,0.016,0.007,-74.673,0.407,3.139,0.035,0.006,-129.495,0.484,3.163,0.017,0.005,-121.626,0.691,3.313,0.013,0.007,-73.523,0.456,3.4,0.008,0.007,-63.154,0.49,4.072,0.01,0.007,-70.475,0.558,4.205,0.01,0.006,-162.101,0.718,4.28,0.013,0.007,-94.344,0.61,4.348,0.016,0.006,-92.352,0.67,4.723,0.01,0.008,-54.323,0.581,5.067,0.025,0.009,-58.985,0.587,5.199,0.012,0.006,-73.089,0.851,5.54,0.065,0.005,-148.192,1.044,6,0.008,0.007,-90.195,0.835,6.068,0.008,0.008,-54.696,0.767,6.257,0.009,0.006,-112.959,1.112,6.653,0.032,0.006,-122.802,1.071,6.954,0.001,0.004,-43.739,1.723,7.176,0.078,0.01,-35.887,0.686,8.314,0.017,0.007,-94.219,1.256,8.416,0.016,0.011,-34.985,0.781,5.121,0.004,0.004,-142.101,1.27,5.704,0.013,0.006,-151.224,0.934,3.758,0.029,0.006,-94.874,0.607,6.157,0.007,0.003,-171.933,2.227,11.411,0.033,0.01,-37.047,1.155
124,8077,45631989_1450,6/30/2023 16:57,25.7,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,0,0,Pass,,,2.17,2.314,3.033,3.14,3.172,3.315,3.399,4.071,4.206,4.28,4.349,4.723,5.069,5.201,5.541,6.003,6.069,6.258,6.655,6.992,7.177,8.321,8.418,0,5.704,3.758,6.145,11.411,2.17,0.191,0.011,-6.389,0.193,2.314,0.207,0.014,-10.507,0.164,3.033,0.089,0.006,-122.608,0.474,3.14,0.181,0.006,-142.745,0.512,3.172,0.015,0.002,-302.293,1.495,3.315,0.076,0.009,-80.847,0.389,3.399,0.038,0.007,-79.513,0.497,4.071,0.035,0.006,-114.067,0.707,4.206,0.043,0.006,-230.715,0.761,4.28,0.072,0.007,-145.783,0.639,4.349,0.063,0.006,-128.589,0.726,4.723,0.049,0.007,-100.843,0.704,5.069,0.112,0.009,-53.539,0.57,5.201,0.076,0.007,-81.063,0.744,5.541,0.042,0.006,-138.094,0.981,6.003,0.069,0.006,-226.78,1.067,6.069,0.078,0.005,-171.463,1.14,6.258,0.055,0.006,-154.529,1.125,6.655,0.017,0.008,-53.251,0.835,6.992,0.012,0.009,-54.877,0.818,7.177,0.075,0.007,-75.826,0.961,8.321,0.012,0.005,-98.644,1.551,8.418,0.013,0.008,-55.84,1.015,0,0,0,0,0,5.704,0.008,0.007,-109.583,0.841,3.758,0.092,0.005,-108.813,0.7,6.145,0.019,0.004,-126.436,1.487,11.411,0.005,0.013,-17.935,0.853
35,9015,44922359_1450,6/11/2022 20:50,24.8,2,QPLog 10-1631 (16) rev8,TRUE,,GD,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,200_LA (old),none,,,8,2018,Pass,,,2.192,2.321,3.031,3.155,3.185,3.324,3.426,4.1,4.222,4.314,4.38,4.744,5.108,5.239,5.572,6.044,6.093,6.293,6.697,6.986,7.206,8.352,8.475,5.148,5.717,3.78,6.187,11.447,2.192,0.095,0.006,-33.658,0.371,2.321,0.134,0.013,-29.336,0.18,3.031,0.017,0.003,-41.04,1.056,3.155,0.051,0.006,-151.68,0.516,3.185,0.031,0.005,-147.688,0.687,3.324,0.031,0.007,-97.461,0.487,3.426,0.024,0.013,-52.616,0.271,4.1,0.009,0.002,-104.184,1.949,4.222,0.015,0.005,-184.282,0.876,4.314,0.035,0.005,-133.442,0.795,4.38,0.067,0.003,-109.885,1.308,4.744,0.042,0.008,-109.076,0.598,5.108,0.087,0.007,-72.559,0.754,5.239,0.025,0.008,-88.106,0.618,5.572,0.031,0.004,-155.175,1.409,6.044,0.052,0.006,-138.37,0.995,6.093,0.062,0.007,-140.203,0.905,6.293,0.033,0.006,-111.328,1.042,6.697,0.007,0.007,-58.253,1.01,6.986,0.003,0.006,-38.511,1.269,7.206,0.036,0.007,-76.794,1,8.352,0.012,0.01,-37.451,0.827,8.475,0.141,0.009,-50.737,0.899,5.148,0.011,0.004,-72.439,1.288,5.717,0.018,0.007,-163.724,0.791,3.78,0.039,0.008,-64.018,0.487,6.187,0.007,0.005,-92.41,1.342,11.447,0.023,0.017,-11.338,0.69
127,9015,45633942_1450,7/4/2023 16:06,25.4,2,QPLog 10-1631 (16) rev16,TRUE,,B3,No Defect,Not Done,Pass,Green,Pass,Pass,Green,Pass,300_FW,none,,,0,0,Fail,,,2.179,2.333,3.042,3.156,3.184,3.329,3.426,4.108,4.228,4.311,4.372,4.734,5.102,5.244,5.567,6.045,6.095,6.294,6.701,6.997,7.205,8.352,8.474,0,5.724,3.78,6.194,11.453,2.179,0.217,0.019,-14.062,0.115,2.333,0.168,0.022,-32.876,0.105,3.042,0.068,0.008,-93.879,0.389,3.156,0.137,0.006,-148.722,0.531,3.184,0.083,0.007,-92.215,0.488,3.329,0.075,0.008,-79.374,0.438,3.426,0.035,0.009,-60.929,0.369,4.108,0.049,0.006,-147.969,0.638,4.228,0.038,0.006,-224.969,0.746,4.311,0.075,0.006,-151.669,0.78,4.372,0.071,0.006,-110.629,0.697,4.734,0.051,0.006,-90.252,0.8,5.102,0.115,0.008,-81.929,0.676,5.244,0.06,0.007,-64.432,0.736,5.567,0.037,0.005,-124.873,1.138,6.045,0.112,0.006,-148.655,1.08,6.095,0.065,0.005,-207.529,1.225,6.294,0.045,0.005,-156.056,1.16,6.701,0.018,0.007,-89.366,1.029,6.997,0.006,0.006,-53.838,1.255,7.205,0.064,0.008,-76.771,0.889,8.352,0.01,0.017,-25.774,0.496,8.474,0.014,0.008,-48.527,1.008,0,0,0,0,0,5.724,0.009,0.006,-111.203,0.939,3.78,0.077,0.006,-81.33,0.601,6.194,0.029,0.006,-109.596,1.029,11.453,0.007,0.011,-24.456,1.081
36,9065,000_000,6/22/2022 15:27,27.2,2,,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,,,2.194,2.308,3.022,3.139,3.18,3.322,3.421,4.104,4.215,4.307,4.386,4.747,5.097,5.234,5.551,6.026,6.091,6.283,6.666,6.965,7.199,8.346,8.427,5.142,5.711,3.761,6.177,11.441,2.194,0.082,0.007,-70.573,0.323,2.308,0.101,0.008,-102.705,0.281,3.022,0.018,0.006,-105.77,0.487,3.139,0.029,0.006,-179.842,0.541,3.18,0.026,0.007,-76.881,0.426,3.322,0.02,0.006,-113.019,0.563,3.421,0.007,0.01,-37.822,0.358,4.104,0.012,0.008,-83.392,0.541,4.215,0.011,0.005,-185.735,0.822,4.307,0.008,0.006,-142.537,0.782,4.386,0.017,0.006,-118.539,0.69,4.747,0.016,0.007,-91.356,0.68,5.097,0.027,0.008,-73.19,0.613,5.234,0.015,0.005,-98.328,0.957,5.551,0.006,0.006,-79.364,0.987,6.026,0.024,0.005,-173.451,1.138,6.091,0.021,0.006,-140.722,1.08,6.283,0.014,0.005,-137.041,1.193,6.666,0.005,0.006,-68.62,1.045,6.965,0.002,0.004,-14.392,1.865,7.199,0.02,0.007,-78.356,1.004,8.346,0.03,0.012,-41.707,0.702,8.427,0.04,0.012,-33.937,0.708,5.142,0.007,0.004,-167.906,1.262,5.711,0.008,0.009,-69.203,0.646,3.761,0.016,0.005,-59.299,0.807,6.177,0.007,0.006,-96.886,1.053,11.441,0.006,0.011,-16.238,1.018
92,9065,45459487_1450,4/1/2023 17:17,21.4,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,9,2018,Pass,,,2.173,2.296,3.018,3.137,3.181,3.323,3.419,4.105,4.216,4.308,4.387,4.744,5.095,5.234,5.548,6.026,6.09,6.28,6.661,6.966,7.197,8.342,8.423,5.144,5.709,3.762,6.175,11.437,2.173,0.242,0.004,-10.404,0.494,2.296,0.156,0.005,-44.815,0.435,3.018,0.078,0.015,-30.439,0.203,3.137,0.185,0.006,-144.279,0.505,3.181,0.168,0.01,-48.468,0.318,3.323,0.136,0.006,-122.882,0.52,3.419,0.037,0.013,-37.919,0.273,4.105,0.081,0.008,-106.957,0.533,4.216,0.061,0.005,-228.221,0.792,4.308,0.045,0.006,-155.051,0.732,4.387,0.094,0.006,-116.063,0.765,4.744,0.068,0.008,-94.81,0.605,5.095,0.106,0.012,-37.043,0.409,5.234,0.087,0.006,-43.744,0.951,5.548,0.023,0.006,-121.751,0.938,6.026,0.108,0.006,-114.796,0.96,6.09,0.096,0.006,-122.183,1.065,6.28,0.079,0.006,-149.071,1.1,6.661,0.012,0.009,-43.539,0.726,6.966,0.009,0.003,-23.339,2.048,7.197,0.095,0.007,-72.011,1.03,8.342,0.017,0.009,-25.424,0.94,8.423,0.019,0.011,-34.446,0.776,5.144,0.044,0.006,-133.516,0.914,5.709,0.008,0.004,-42.817,1.307,3.762,0.103,0.007,-46.632,0.547,6.175,0.041,0.007,-93.707,0.89,11.437,0.001,0.008,-11.895,1.394
13,9066,44855001_355,5/17/2022 19:45,24.3,2,,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,100_LVL (old),,,,0,0,Pass,,,2.19,2.304,3.016,3.137,3.185,3.319,3.428,4.11,4.214,4.304,4.385,4.746,5.097,5.23,5.532,6.018,6.08,6.279,6.658,6.985,7.191,8.336,8.426,5.136,5.712,3.76,6.172,11.421,2.19,0.029,0.009,-44.961,0.236,2.304,0.022,0.01,-56.746,0.234,3.016,0.007,0.007,-39.171,0.432,3.137,0.018,0.006,-111.665,0.542,3.185,0.012,0.01,-30.945,0.33,3.319,0.01,0.007,-51.662,0.463,3.428,0.004,0.008,-19.316,0.413,4.11,0.005,0.009,-28,0.441,4.214,0.005,0.006,-106.377,0.689,4.304,0.004,0.005,-26.032,0.9,4.385,0.009,0.007,-47.28,0.592,4.746,0.007,0.008,-40.238,0.578,5.097,0.015,0.009,-36.187,0.587,5.23,0.007,0.004,-35.445,1.193,5.532,0.005,0.002,-24.675,3.592,6.018,0.004,0.002,-29.189,3.983,6.08,0.005,0.005,-46.503,1.146,6.279,0.004,0.006,-45.044,1.03,6.658,0,0.005,-73.533,1.306,6.985,0.002,0.009,-54.44,0.749,7.191,0.037,0.012,-20.485,0.581,8.336,0.005,0.005,-11.279,1.524,8.426,0.003,0.006,-31.789,1.357,5.136,0.003,0.003,-119.416,1.569,5.712,0.006,0.007,-98.731,0.796,3.76,0.121,0.009,-62.384,0.44,6.172,0.004,0.004,-62.25,1.421,11.421,0.018,0.01,-20.201,1.091
94,9066,45481233_1450,4/12/2023 23:37,25.2,2,QPLog 10-1631 (16) rev15,TRUE,,B3,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,300_FW,none,,,9,2018,Pass,,,2.179,2.296,3.018,3.138,3.183,3.323,3.427,4.107,4.216,4.304,4.386,4.746,5.099,5.234,5.553,6.028,6.084,6.282,6.661,6.962,7.195,8.342,8.431,5.138,5.719,3.765,6.175,11.421,2.179,0.222,0.01,-13.421,0.212,2.296,0.16,0.004,-63.705,0.537,3.018,0.087,0.006,-113.452,0.513,3.138,0.124,0.006,-160.444,0.518,3.183,0.121,0.007,-92.037,0.472,3.323,0.085,0.008,-70.863,0.407,3.427,0.037,0.009,-46.606,0.373,4.107,0.059,0.007,-106.642,0.6,4.216,0.039,0.006,-229.412,0.752,4.304,0.034,0.006,-180.72,0.764,4.386,0.061,0.006,-117.739,0.719,4.746,0.052,0.007,-90.769,0.682,5.099,0.115,0.009,-55.089,0.59,5.234,0.067,0.008,-79.405,0.692,5.553,0.046,0.005,-154.389,1.074,6.028,0.089,0.006,-156.288,1.09,6.084,0.017,0.004,-173.563,1.61,6.282,0.049,0.006,-109.318,0.994,6.661,0.016,0.007,-72.903,0.955,6.962,0.007,0.006,-64.07,1.212,7.195,0.067,0.008,-64.936,0.876,8.342,0.007,0.015,-29.91,0.568,8.431,0.013,0.01,-37.13,0.83,5.138,0.03,0.004,-241.645,1.338,5.719,0.007,0.005,-104.034,1.074,3.765,0.042,0.003,-40.794,1.31,6.175,0.031,0.005,-126.825,1.13,11.421,0.005,0.012,-16.74,0.93
49,9083,45020021_11846,8/11/2022 20:17,25.6,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,100_LVL (old),none,,,9,2018,Pass,,,2.173,2.293,3.025,3.135,3.163,3.319,3.397,4.079,4.213,4.294,4.375,4.735,5.084,5.211,5.547,6.014,6.078,6.259,6.649,6.96,7.183,8.322,8.404,5.135,5.704,3.759,6.159,11.416,2.173,0.031,0.009,-39.692,0.249,2.293,0.034,0.01,-84.913,0.237,3.025,0.006,0.008,-51.409,0.361,3.135,0.022,0.006,-100.755,0.517,3.163,0.012,0.009,-48.187,0.334,3.319,0.008,0.009,-39.716,0.377,3.397,0.004,0.009,-32.794,0.383,4.079,0.009,0.007,-60.163,0.606,4.213,0.007,0.006,-105.566,0.658,4.294,0.006,0.006,-82.837,0.761,4.375,0.082,0.006,-85.203,0.686,4.735,0.007,0.008,-44.127,0.589,5.084,0.018,0.008,-48.834,0.643,5.211,0.12,0.006,-115.61,0.941,5.547,0.016,0.005,-130.419,1.048,6.014,0.009,0.005,-109.492,1.284,6.078,0.007,0.006,-70.897,1.04,6.259,0.063,0.005,-181.85,1.24,6.649,0.001,0.006,-83.825,1.169,6.96,0.006,0.003,-23.037,2.399,7.183,0.066,0.008,-52.815,0.875,8.322,0.01,0.008,-21.199,1.095,8.404,0.007,0.01,-24.375,0.831,5.135,0.002,0.005,-92.341,0.987,5.704,0.008,0.006,-88.058,0.992,3.759,0.017,0.006,-101.436,0.631,6.159,0.007,0.005,-100.979,1.308,11.416,0.021,0.009,-25.41,1.231
133,9083,45706689_1450,8/14/2023 16:01,23.2,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,9,2018,Pass,,,2.173,2.304,3.026,3.134,3.161,3.318,3.401,4.073,4.213,4.299,4.383,4.739,5.092,5.209,5.551,6.014,6.082,6.258,6.648,6.963,7.184,8.313,8.411,5.15,5.703,3.76,6.137,11.411,2.173,0.2,0.013,-28.471,0.173,2.304,0.401,0.012,-58.499,0.187,3.026,0.072,0.008,-95.047,0.395,3.134,0.146,0.006,-158.476,0.515,3.161,0.045,0.005,-134.85,0.632,3.318,0.072,0.008,-95.674,0.426,3.401,0.073,0.009,-57.653,0.373,4.073,0.016,0.008,-76.813,0.509,4.213,0.052,0.006,-174.328,0.667,4.299,0.085,0.006,-131.434,0.747,4.383,0.153,0.007,-71.255,0.592,4.739,0.131,0.007,-110.688,0.672,5.092,0.202,0.009,-63.418,0.582,5.209,0.057,0.006,-96.867,0.915,5.551,0.082,0.009,-107.809,0.631,6.014,0.064,0.005,-139.955,1.118,6.082,0.106,0.006,-115.531,0.978,6.258,0.067,0.008,-75.412,0.799,6.648,0.018,0.006,-72.146,1.061,6.963,0.009,0.003,-24.36,2.668,7.184,0.095,0.008,-83.309,0.953,8.313,0.011,0.003,-14.572,3.113,8.411,0.027,0.02,-17.236,0.414,5.15,0.026,0.003,-175.581,1.529,5.703,0.003,0.005,-73.388,1.249,3.76,0.086,0.011,-47.873,0.346,6.137,0.009,0.002,-54.959,3.622,11.411,0.008,0.015,-13.267,0.738
50,B0068,44947404_1450,8/4/2022 15:27,24.3,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,100_LVL (old),none,,,6,2019,Pass,,,2.189,2.297,3.032,3.152,3.186,3.309,3.423,4.099,4.199,4.293,4.351,4.715,5.064,5.228,5.531,5.988,6.067,6.283,6.707,7.02,7.153,8.29,8.467,5.117,5.703,3.764,6.175,11.393,2.189,0.026,0.01,-36.239,0.213,2.297,0.018,0.007,-50.969,0.325,3.032,0.006,0.007,-54.534,0.411,3.152,0.015,0.006,-89.718,0.527,3.186,0.01,0.005,-59.771,0.596,3.309,0.008,0.008,-50.186,0.419,3.423,0.003,0.007,-24.079,0.469,4.099,0.005,0.006,-75.347,0.698,4.199,0.005,0.005,-100.732,0.77,4.293,0.007,0.005,-87.134,0.952,4.351,0.107,0.006,-94.821,0.72,4.715,0.007,0.007,-51.961,0.666,5.064,0.019,0.008,-48.812,0.65,5.228,0.106,0.006,-71.473,0.866,5.531,0.012,0.006,-137.929,0.989,5.988,0.01,0.007,-64.586,0.895,6.067,0.005,0.004,-113.163,1.384,6.283,0.007,0.005,-109.998,1.303,6.707,0.001,0.004,-92.698,1.563,7.02,0.002,0.008,-43.14,0.918,7.153,0.066,0.009,-42.087,0.805,8.29,0.014,0.011,-19.26,0.771,8.467,0.005,0.008,-33.194,1.024,5.117,0.003,0.004,-107.28,1.26,5.703,0.019,0.005,-202.906,1.239,3.764,0.13,0.007,-80.185,0.511,6.175,0.006,0.005,-87.505,1.246,11.393,0.004,0.009,-23.604,1.325
137,B0068,45707768_1450,8/15/2023 19:24,23.7,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,,Not Done,Pass,,Pass,110_LVL (new),none,,,6,2019,Pass,,,2.191,2.301,3.033,3.152,3.185,3.309,3.422,4.096,4.198,4.293,4.352,4.712,5.064,5.224,5.529,5.987,6.064,6.28,6.7,7.016,7.152,8.288,8.463,0,5.698,3.764,6.173,11.388,2.191,0.268,0.009,-58.39,0.243,2.301,0.284,0.01,-55.074,0.234,3.033,0.09,0.006,-128.175,0.481,3.152,0.139,0.005,-214.383,0.592,3.185,0.112,0.005,-153.037,0.63,3.309,0.092,0.006,-147.246,0.537,3.422,0.035,0.008,-52.498,0.424,4.096,0.038,0.006,-130.692,0.682,4.198,0.043,0.006,-197.595,0.728,4.293,0.061,0.006,-155.879,0.779,4.352,0.099,0.007,-91.85,0.613,4.712,0.087,0.006,-108.846,0.767,5.064,0.137,0.008,-71.22,0.637,5.224,0.06,0.005,-102.811,1.011,5.529,0.043,0.006,-138.574,0.857,5.987,0.078,0.007,-117.061,0.871,6.064,0.046,0.005,-215.43,1.306,6.28,0.044,0.006,-105.374,0.991,6.7,0.016,0.008,-44.994,0.852,7.016,0.018,0.01,-53.709,0.686,7.152,0.086,0.01,-51.205,0.74,8.288,0.035,0.01,-35.902,0.805,8.463,0.016,0.008,-50.278,0.999,0,0,0,0,0,5.698,0.006,0.006,-71.78,1.029,3.764,0.095,0.009,-57.858,0.42,6.173,0.023,0.006,-79.349,1.089,11.388,0.001,0.008,-13.538,1.421
37,B0276,44907132_1450,6/5/2022 15:13,26.1,2,QPLog 10-1631 (16) rev12,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,,,2.201,2.308,3.024,3.148,3.192,3.316,3.431,4.107,4.21,4.298,4.346,4.733,5.072,5.24,5.536,5.998,6.075,6.289,6.695,7.008,7.161,8.302,8.457,5.127,5.704,3.761,6.18,11.397,2.201,0.067,0.016,-58.315,0.138,2.308,0.066,0.009,-90.168,0.257,3.024,0.014,0.009,-45.575,0.344,3.148,0.028,0.005,-190.646,0.582,3.192,0.022,0.006,-122.151,0.551,3.316,0.017,0.006,-118.462,0.574,3.431,0.006,0.011,-47.157,0.312,4.107,0.007,0.008,-64.096,0.517,4.21,0.011,0.005,-203.576,0.787,4.298,0.015,0.006,-140.035,0.732,4.346,0.028,0.007,-106.2,0.664,4.733,0.01,0.004,-103.08,1.223,5.072,0.025,0.009,-66.582,0.568,5.24,0.011,0.006,-74.695,0.913,5.536,0.062,0.006,-133.663,0.95,5.998,0.021,0.006,-138.337,1.007,6.075,0.007,0.004,-198.588,1.36,6.289,0.008,0.005,-128.336,1.154,6.695,0.004,0.008,-29.857,0.806,7.008,0.003,0.009,-36.829,0.755,7.161,0.155,0.008,-63.395,0.848,8.302,0.042,0.009,-31.541,0.924,8.457,0.023,0.009,-48.373,0.898,5.127,0.002,0.002,-26.203,2.142,5.704,0.006,0.008,-84.861,0.754,3.761,0.015,0.007,-36.497,0.572,6.18,0.008,0.006,-88.67,1.009,11.397,0.008,0.014,-13.897,0.794
95,B0276,45521386_1450,5/8/2023 18:41,23.3,2,QPLog 10-1631 (16) rev18,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,9,2019,Pass,,,2.19,2.301,3.024,3.149,3.192,3.318,3.43,4.108,4.21,4.298,4.348,4.728,5.071,5.222,5.535,5.997,6.055,6.287,6.693,7.005,7.162,8.304,8.453,5.143,5.705,3.766,6.18,11.393,2.19,0.054,0.006,-43.659,0.344,2.301,0.037,0.007,-70.707,0.345,3.024,0.173,0.01,-33.77,0.295,3.149,0.172,0.007,-95.153,0.444,3.192,0.19,0.009,-53.225,0.358,3.318,0.117,0.006,-96.746,0.542,3.43,0.039,0.01,-37.834,0.336,4.108,0.056,0.007,-122.04,0.579,4.21,0.054,0.005,-190.028,0.849,4.298,0.079,0.008,-135.279,0.561,4.348,0.163,0.008,-96.872,0.521,4.728,0.065,0.006,-140.445,0.748,5.071,0.126,0.008,-68.785,0.611,5.222,0.013,0.002,-28.982,3.242,5.535,0.026,0.006,-117.126,0.979,5.997,0.122,0.006,-122.705,0.952,6.055,0.08,0.006,-138.491,1.029,6.287,0.052,0.006,-131.052,1.085,6.693,0.019,0.007,-57.163,0.946,7.005,0.025,0.009,-60.524,0.814,7.162,0.121,0.009,-54.064,0.842,8.304,0.045,0.006,-66.716,1.466,8.453,0.018,0.009,-56.044,0.954,5.143,0.008,0.004,-81.836,1.349,5.705,0.013,0.006,-71.741,0.958,3.766,0.126,0.011,-79.717,0.346,6.18,0.056,0.007,-75.686,0.83,11.393,0.004,0.007,-19.558,1.711
38,D0088,44933374_1450,6/18/2022 17:47,25.9,2,,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,,,2.193,2.305,3.035,3.149,3.18,3.312,3.416,4.085,4.2,4.281,4.349,4.718,5.06,5.218,5.525,5.993,6.066,6.28,6.686,7.013,7.153,8.287,8.456,5.117,5.688,3.764,6.166,11.374,2.193,0.089,0.006,-67.489,0.367,2.305,0.095,0.012,-40.013,0.185,3.035,0.017,0.008,-74.879,0.398,3.149,0.05,0.006,-167.253,0.543,3.18,0.027,0.005,-150.789,0.679,3.312,0.023,0.008,-70.746,0.436,3.416,0.008,0.009,-54.536,0.376,4.085,0.011,0.007,-75.311,0.545,4.2,0.013,0.006,-173.248,0.746,4.281,0.015,0.006,-132.6,0.754,4.349,0.027,0.007,-107.908,0.637,4.718,0.022,0.007,-102.233,0.659,5.06,0.031,0.009,-67.867,0.559,5.218,0.019,0.007,-88.573,0.708,5.525,0.012,0.005,-141.793,1.097,5.993,0.031,0.006,-120.026,0.971,6.066,0.011,0.004,-196.232,1.628,6.28,0.014,0.006,-121.163,1.111,6.686,0.004,0.008,-37.624,0.88,7.013,0.004,0.009,-42.312,0.765,7.153,0.022,0.008,-73.112,0.904,8.287,0.007,0.009,-42.087,0.953,8.456,0.003,0.009,-31.997,0.969,5.117,0.004,0.004,-122.289,1.323,5.688,0.013,0.007,-55.1,0.765,3.764,0.215,0.008,-81.694,0.499,6.166,0.009,0.006,-87.7,1.036,11.374,0.002,0.008,-12.59,1.344
